350.59,295.34,296.99,131.16,-59.737,-50.328,4.92,3.2767,169.11
347.34,253.1,9.9389,0,54.356,67.015,161.26,44.417,0
348.82,309.43,303.24,160.16,-26.125,-14.946,24.45,30.633,173.71
353.93,295.92,299.51,72.109,-94.469,-88.4,-30.394,-33.984,193.42
349.2,319.36,315.01,164.69,-24.212,-13.411,16.425,20.774,171.1
330.34,316.64,287.24,289.37,-49.956,-20.297,-6.5957,22.808,20.673
328.55,318.38,288.46,285.67,-55.569,-24.12,-13.952,15.968,18.761
302.43,313.69,271.36,271.25,-67.799,-10.227,-21.486,20.84,20.952
321.13,309.47,279.93,280.77,-61.545,-22.674,-11.011,18.523,17.688
316.92,306.21,274.91,276.78,-66.784,-23.704,-12.991,18.309,16.441
318.52,307.12,278.12,279.98,-63.167,-21.686,-10.291,18.714,16.857
316.43,304.48,278.48,280.83,-62.473,-18.904,-6.9517,19.048,16.699
316.71,303.81,275.44,277.34,-62.706,-19.418,-6.5156,21.854,19.958
351.51,302.33,302.68,152.26,-7.7513,0.73627,49.924,49.571,199.99
353.37,299.67,153.52,276.83,-24.769,-18.136,35.557,181.71,58.4
