301.07,279.58,0,0,-68.741,-9.8091,11.679,0,0,83.833
336.45,0,0,0,-8.556,14.989,0,0,0,87.863
335.95,304.2,0,0,-8.3318,15.717,47.468,0,0,89.965
293.78,271.19,0,0,-74.266,-8.0412,14.541,0,0,85.601
61.256,19.856,1.9008,0,0,-61.256,-19.856,-1.9008,0,61.421
70.001,17.228,356.8,0,0,-70.001,-17.228,3.2033,0,55.914
333.41,301.47,267.97,0,-11.132,15.458,47.393,80.901,0,95.563
334.28,303.28,0,0,-9.9178,15.802,46.799,0,0,91.647
58.039,20.658,0.82977,0,0,-58.039,-20.658,-0.82977,0,58.381
48.72,21.118,3.9826,0,0,-48.72,-21.118,-3.9826,0,52.225
287.34,259.29,0,0,-86.27,-13.61,14.435,0,0,76.556
297.04,334.82,0,0,-10.386,52.576,14.795,0,0,79.314
307.84,336.81,0,0,-10.877,41.282,12.316,0,0,80.823
331.71,299.59,266.19,0,-9.7609,18.533,50.648,84.052,0,103.75
329.55,293.86,260.2,0,-9.3156,21.131,56.825,90.489,0,103.22
