318.9,278.09,174.42,186.16,-49.235,-8.1384,32.671,136.34,124.61
327.37,297.32,276.12,177.02,-47.364,-14.733,15.315,36.517,135.62
328.53,300.65,280.21,170.78,-51.481,-20.015,7.8686,28.313,137.74
339.35,320.86,303.12,189.82,-31.542,-10.893,7.6001,25.333,138.64
327.68,307.93,210.07,220.43,-22.656,9.6626,29.412,127.28,116.92
342.76,322.27,303.55,181.8,-32.767,-15.528,4.9589,23.683,145.44
339.81,317.41,296.58,155.23,-36.381,-16.191,6.2123,27.037,168.39
335.38,320.78,187.36,193.41,-26.78,-2.1617,12.443,145.86,139.81
332.3,315.89,203.68,210.68,-25.587,2.1163,18.519,130.73,123.74
336.21,322.8,203.62,207.43,-23.742,0.051402,13.458,132.63,128.83
328.51,220.58,211.82,0,-17.366,14.123,122.05,130.81,0
344.6,327.83,190.15,170.45,-47.707,-32.312,-15.539,122.15,141.84
342.89,326.24,191.49,172.85,-49.285,-32.17,-15.523,119.23,137.86
349.68,333.84,186.2,153.05,-39.466,-29.15,-13.305,134.33,167.48
331.05,314.78,204.22,217.28,-23.566,5.3883,21.653,132.22,119.15
328.94,309.86,207.02,224.16,-21.418,9.6394,28.724,131.56,114.42
329.84,312.49,204.73,217.44,-28.257,1.9009,19.252,127.01,114.3
